elapsed_time[s],time[UTC],earth_position_i_x[m],earth_position_i_y[m],earth_position_i_z[m],earth_velocity_i_x[m/s],earth_velocity_i_y[m/s],earth_velocity_i_z[m/s],sun_position_i_x[m],sun_position_i_y[m],sun_position_i_z[m],sun_velocity_i_x[m/s],sun_velocity_i_y[m/s],sun_velocity_i_z[m/s],moon_position_i_x[m],moon_position_i_y[m],moon_position_i_z[m],moon_velocity_i_x[m/s],moon_velocity_i_y[m/s],moon_velocity_i_z[m/s],spacecraft_angular_velocity_b_x[rad/s],spacecraft_angular_velocity_b_y[rad/s],spacecraft_angular_velocity_b_z[rad/s],spacecraft_quaternion_i2b_x,spacecraft_quaternion_i2b_y,spacecraft_quaternion_i2b_z,spacecraft_quaternion_i2b_w,spacecraft_torque_b_x[Nm],spacecraft_torque_b_y[Nm],spacecraft_torque_b_z[Nm],spacecraft_total_angular_momentum[Nms],spacecraft_kinematic_energy[J],spacecraft_position_i_x[m],spacecraft_position_i_y[m],spacecraft_position_i_z[m],spacecraft_velocity_i_x[m/s],spacecraft_velocity_i_y[m/s],spacecraft_velocity_i_z[m/s],spacecraft_velocity_b_x[m/s],spacecraft_velocity_b_y[m/s],spacecraft_velocity_b_z[m/s],spacecraft_acceleration_i_x[m/s2],spacecraft_acceleration_i_y[m/s2],spacecraft_acceleration_i_z[m/s2],spacecraft_latitude[rad],spacecraft_longitude[rad],spacecraft_altitude[m],geomagnetic_field_at_spacecraft_position_i_x[nT],geomagnetic_field_at_spacecraft_position_i_y[nT],geomagnetic_field_at_spacecraft_position_i_z[nT],geomagnetic_field_at_spacecraft_position_b_x[nT],geomagnetic_field_at_spacecraft_position_b_y[nT],geomagnetic_field_at_spacecraft_position_b_z[nT],solar_radiation_pressure_at_spacecraft_position[N/m2],shadow_coefficient_at_spacecraft_position,air_density_at_spacecraft_position[kg/m3],earth_position_from_spacecraft_b_x[m],earth_position_from_spacecraft_b_y[m],earth_position_from_spacecraft_b_z[m],earth_velocity_from_spacecraft_b_x[m/s],earth_velocity_from_spacecraft_b_y[m/s],earth_velocity_from_spacecraft_b_z[m/s],sun_position_from_spacecraft_b_x[m],sun_position_from_spacecraft_b_y[m],sun_position_from_spacecraft_b_z[m],sun_velocity_from_spacecraft_b_x[m/s],sun_velocity_from_spacecraft_b_y[m/s],sun_velocity_from_spacecraft_b_z[m/s],moon_position_from_spacecraft_b_x[m],moon_position_from_spacecraft_b_y[m],moon_position_from_spacecraft_b_z[m],moon_velocity_from_spacecraft_b_x[m/s],moon_velocity_from_spacecraft_b_y[m/s],moon_velocity_from_spacecraft_b_z[m/s],gravity_gradient_torque_b_x[Nm],gravity_gradient_torque_b_y[Nm],gravity_gradient_torque_b_z[Nm],srp_torque_b_x[Nm],srp_torque_b_y[Nm],srp_torque_b_z[Nm],srp_force_b_x[N],srp_force_b_y[N],srp_force_b_z[N],third_body_acceleration_i_x[m/s2],third_body_acceleration_i_y[m/s2],third_body_acceleration_i_z[m/s2],air_drag_torque_b_x[Nm],air_drag_torque_b_y[Nm],air_drag_torque_b_z[Nm],air_drag_force_b_x[N],air_drag_force_b_y[N],air_drag_force_b_z[N],spacecraft_magnetic_moment_b_x[Am2],spacecraft_magnetic_moment_b_y[Am2],spacecraft_magnetic_moment_b_z[Am2],magnetic_disturbance_torque_b_x[Nm],magnetic_disturbance_torque_b_y[Nm],magnetic_disturbance_torque_b_z[Nm],geopotential_acceleration_ecef_x[m/s2],geopotential_acceleration_ecef_y[m/s2],geopotential_acceleration_ecef_z[m/s2],
1000,2023/03/01 12:16:40.000,0,0,0,0,0,0,1.39561e+11,-4.57815e+10,-1.98463e+10,10501.6,25838.9,11201.5,-3.13027e+07,3.55575e+08,1.87628e+08,-968.099,-65.1725,22.3473,-0.307227,0.0220604,0.00162089,0.93113,0.0257635,0.113954,0.345467,-0.000312182,1.18273e-05,3.6881e-06,0.00338821,0.00052182,2460148.665768289,-6017829.771429926,-2006359.917321341,3955.5008,3457.389648,-5563.954579,3203.92641,-6361.430209,2797.173853,-6.705943177e-07,-7.946279927e-07,1.008780719e-06,-0.301115,5.39341,427560,-23.1009,-14112.2,12997.1,711.192,19137.5,-1153.59,4.64229e-06,1,2.32594e-12,-1.25237e+06,-3.37418e+06,-5.77395e+06,229430,1.59364e+06,-981067,1.26254e+11,1.99401e+10,7.50215e+10,-1.00924e+09,-1.13597e+10,4.71776e+09,4.90437e+07,-1.62123e+08,-3.73044e+08,1.03192e+07,1.13511e+08,-4.79744e+07,-1.05458e-08,3.9142e-09,4.24496e-25,0,8.27181e-25,-1.55096e-25,-1.16564e-07,-1.55424e-08,-5.64989e-08,0,0,0,0,1.65436e-24,6.61744e-24,-1.36761e-06,3.38542e-06,-1.07983e-06,0.200151,0.200067,16.3,-0.000312172,1.18233e-05,3.6881e-06,0,0,0,
1010,2023/03/01 12:16:50.000,0,0,0,0,0,0,1.39561e+11,-4.57812e+10,-1.98462e+10,10501.5,25838.9,11201.5,-3.13124e+07,3.55575e+08,1.87628e+08,-968.097,-65.1945,22.3357,-0.275705,0.017951,0.000996729,-0.52466,-0.10336,0.0691218,0.842182,0.000290086,-2.67642e-05,-3.22991e-06,0.00303918,0.000419846,2499547.172612807,-5982875.823734765,-2061871.336341209,3924.117769,3533.325443,-5538.212387,4034.876517,6496.423989,-266.7062964,-6.965262745e-07,-7.083219859e-07,1.123438516e-06,-0.309703,5.40035,427794,266.641,-14463.3,12606.8,-1724.55,-17879.6,-6747.86,4.64229e-06,1,2.31664e-12,-854995,986137,6.6776e+06,2553.8,-1.70588e+06,252261,1.22785e+11,-5.70894e+09,-8.28079e+10,4.73172e+08,1.15272e+10,-9.30991e+07,6.85386e+07,175805,4.03921e+08,-4.66778e+06,-1.13035e+08,841041,-3.56412e-09,-3.09014e-09,-1.33652e-26,0,6.20385e-25,0,-1.06766e-07,4.0601e-09,5.87395e-08,0,0,0,2.48154e-24,-4.1359e-25,1.32349e-23,-1.80827e-06,-3.49779e-06,1.39684e-07,0.199936,0.199978,16.3001,0.000290089,-2.67612e-05,-3.22991e-06,0,0,0,
1020,2023/03/01 12:17:0.000,0,0,0,0,0,0,1.39562e+11,-4.5781e+10,-1.98461e+10,10501.5,25838.9,11201.5,-3.13221e+07,3.55574e+08,1.87629e+08,-968.096,-65.2165,22.3241,-0.268874,0.00925521,0.00104274,-0.98771,-0.0663984,-0.0836008,-0.114155,-0.000276835,3.68993e-06,3.35235e-06,0.00295937,0.000398087,2538629.371895161,-5947164.76742017,-2117121.833891377,3892.239964,3608.809786,-5511.770848,3519.047962,-4350.815195,5219.134648,-6.481978747e-07,-6.029631638e-07,8.17706031e-07,-0.318273,5.40732,428030,495.15,-14655.3,12290.7,115.492,16872.3,-9021.95,4.6423e-06,1,2.3073e-12,-1.27214e+06,-5.62263e+06,-3.61431e+06,131441,876446,-1.40974e+06,1.26567e+11,5.65618e+10,5.24156e+10,-7.17341e+08,-7.28246e+09,9.59066e+09,4.94799e+07,-3.14809e+08,-2.57478e+08,5.35421e+06,6.90958e+07,-8.34515e+07,-1.09981e-08,2.48837e-09,-4.44946e-25,0,-2.06795e-25,2.06795e-25,-1.28425e-07,-5.20365e-08,-4.34432e-08,0,0,0,-6.61744e-24,0,3.30872e-24,-1.47333e-06,1.86557e-06,-2.05938e-06,0.200058,0.200031,16.3,-0.000276824,3.68744e-06,3.35235e-06,0,0,0,
1030,2023/03/01 12:17:10.000,0,0,0,0,0,0,1.39562e+11,-4.57807e+10,-1.9846e+10,10501.4,25838.9,11201.5,-3.13317e+07,3.55573e+08,1.87629e+08,-968.094,-65.2383,22.3126,-0.317782,0.0129281,0.00268043,0.303148,0.0982432,-0.0859898,-0.943957,0.000309564,-1.72479e-05,-3.58638e-06,0.00349852,0.000556356,2577390.336244702,-5910701.164492576,-2172104.433529849,3859.871468,3683.83319,-5484.633382,3814.427245,5787.191445,-3241.758477,-6.61998477e-07,-7.816635272e-07,9.323356723e-07,-0.326825,5.41434,428269,709.134,-14919.5,11853.4,-1038.38,-18972.7,1598.53,4.6423e-06,1,2.29793e-12,-881707,3.89998e+06,5.50546e+06,81833.7,-1.61743e+06,1.15888e+06,1.21913e+11,-4.16594e+10,-7.3264e+10,-2.72985e+08,1.21229e+10,-7.34755e+09,7.31833e+07,1.92768e+08,3.54019e+08,592070,-1.14639e+08,6.22999e+07,-1.1619e-08,-2.62682e-09,-3.61523e-25,1.03398e-25,0,-1.03398e-25,-1.18982e-07,3.61359e-08,5.93803e-08,0,0,0,3.30872e-24,-3.30872e-24,-6.61744e-24,-1.71014e-06,-2.94212e-06,1.27629e-06,0.199977,0.200058,16.3,0.000309575,-1.72453e-05,-3.58638e-06,0,0,0,
1040,2023/03/01 12:17:20.000,0,0,0,0,0,0,1.39562e+11,-4.57805e+10,-1.98458e+10,10501.4,25838.9,11201.5,-3.13414e+07,3.55573e+08,1.87629e+08,-968.092,-65.2603,22.3009,-0.239346,0.00921798,0.00040517,0.990391,0.0839266,0.066838,-0.0872577,-0.000211826,6.97331e-06,2.51389e-06,0.00263476,0.000315544,2615825.179431693,-5873489.671518384,-2226812.193443234,3827.016427,3758.38623,-5456.803495,3517.509759,-2085.437964,6467.32555,-5.879347398e-07,-4.581555346e-07,7.452829746e-07,-0.335357,5.42141,428508,958.267,-15296.8,11524.4,252.772,12820,-14258.5,4.6423e-06,1,2.28853e-12,-1.32089e+06,-6.55831e+06,-1.24212e+06,97216.3,255003,-1.44985e+06,1.26374e+11,7.31032e+10,2.55202e+10,-5.18134e+08,-2.70166e+09,1.03047e+10,5.0518e+07,-3.9039e+08,-1.13513e+08,3.94217e+06,2.74394e+07,-9.2613e+07,-4.40784e-09,8.87771e-10,-1.00714e-24,-1.03398e-25,4.1359e-25,-1.44757e-24,-1.29499e-07,-6.96433e-08,-2.09504e-08,0,0,0,3.30872e-24,-1.32349e-23,-1.65436e-24,-1.29747e-06,5.97929e-07,-2.33401e-06,0.200037,0.20014,16.3001,-0.000211822,6.97243e-06,2.51389e-06,0,0,0,
1050,2023/03/01 12:17:30.000,0,0,0,0,0,0,1.39562e+11,-4.57802e+10,-1.98457e+10,10501.3,25838.9,11201.5,-3.13511e+07,3.55572e+08,1.87629e+08,-968.09,-65.2823,22.2893,-0.355027,0.0197447,0.00387264,-0.0552764,-0.0864492,0.120526,0.987393,0.000270338,-1.49433e-05,-3.13456e-06,0.00391137,0.00069542,2653929.056982548,-5835535.039007002,-2281238.207337215,3793.679047,3832.459541,-5428.284783,3721.178053,3536.67439,-5673.692862,-6.266312742e-07,-5.573721731e-07,7.710479039e-07,-0.343869,5.42852,428750,1325.39,-15589.7,11263.4,-793.968,-16463.1,9999.76,4.6423e-06,1,2.2791e-12,-729184,6.05169e+06,3.02427e+06,100202,-969995,1.96518e+06,1.18897e+11,-7.513e+10,-4.67412e+10,-3.46366e+08,7.57267e+09,-1.30531e+10,8.71558e+07,3.39582e+08,2.11957e+08,1.49018e+06,-7.72162e+07,1.23097e+08,-9.90212e-09,-1.19313e-09,6.8318e-26,0,2.06795e-25,4.1359e-25,-1.22813e-07,7.31567e-08,3.98987e-08,0,0,0,0,-3.30872e-24,3.30872e-24,-1.51006e-06,-1.31143e-06,2.19247e-06,0.200046,0.200021,16.3,0.000270348,-1.49421e-05,-3.13456e-06,0,0,0,
1060,2023/03/01 12:17:40.000,0,0,0,0,0,0,1.39562e+11,-4.57799e+10,-1.98456e+10,10501.2,25839,11201.5,-3.13608e+07,3.55571e+08,1.8763e+08,-968.089,-65.3043,22.2777,-0.219804,0.0174302,-0.000153487,-0.960982,-0.0839819,-0.0500598,0.258758,-0.000135847,1.88268e-05,1.43679e-06,0.00242543,0.000267396,2691697.166771304,-5796842.110804425,-2335375.605273912,3759.863591,3906.043823,-5399.080925,3463.148003,16.09010903,6822.768823,-4.998511662e-07,-4.547602441e-07,6.431002419e-07,-0.352361,5.43567,428993,1633.78,-15842.4,10846.2,940.829,8120.12,-17449.1,4.6423e-06,1,2.26965e-12,-1.52684e+06,-6.56609e+06,926175,54934,-198200,-1.31448e+06,1.27919e+11,7.48481e+10,-5.63324e+08,-1.10183e+08,2.54251e+08,8.76238e+09,4.21297e+07,-4.06658e+08,2.62309e+07,1.8824e+06,-5.51899e+06,-8.85935e+07,3.28996e-09,-7.65027e-10,-9.2425e-26,0,6.46235e-27,2.06795e-25,-1.27176e-07,-6.90404e-08,4.34566e-10,0,0,0,6.20385e-25,-2.64698e-23,3.10193e-25,-1.10572e-06,-3.29358e-08,-2.15148e-06,0.200132,0.200145,16.3,-0.00013585,1.88276e-05,1.43679e-06,0,0,0,
1070,2023/03/01 12:17:50.000,0,0,0,0,0,0,1.39562e+11,-4.57797e+10,-1.98455e+10,10501.2,25839,11201.5,-3.13705e+07,3.55571e+08,1.8763e+08,-968.087,-65.3262,22.2662,-0.380204,0.0406844,0.00425246,-0.197038,0.0799979,-0.173893,-0.961529,0.000169262,-1.53127e-05,-1.88828e-06,0.00420616,0.000804196,2729124.749623465,-5757415.823447717,-2389217.554550994,3725.574385,3979.129837,-5369.195685,3463.845245,181.1176708,-6819.869029,-4.884823631e-07,-4.523216381e-07,6.342054553e-07,-0.360831,5.44288,429238,1841.96,-16033.5,10523.4,-739.023,-10183.7,16338.7,4.6423e-06,1,2.26017e-12,-256867,6.79709e+06,-194482,129982,70040.9,2.27579e+06,1.11059e+11,-9.78096e+10,-8.06818e+09,1.55409e+06,1.12912e+09,-1.36667e+10,1.20012e+08,3.91467e+08,1.33869e+07,3.33213e+06,-6.30631e+06,1.54519e+08,7.15077e-10,2.70232e-11,2.25625e-25,0,-2.58494e-26,4.1359e-25,-1.11766e-07,9.66798e-08,6.54727e-09,0,0,0,2.06795e-25,6.61744e-24,5.16988e-26,-1.07301e-06,1.49684e-08,2.13021e-06,0.199938,0.200017,16.3,0.000169261,-1.53128e-05,-1.88828e-06,0,0,0,
1080,2023/03/01 12:18:0.000,0,0,0,0,0,0,1.39562e+11,-4.57794e+10,-1.98454e+10,10501.1,25839,11201.5,-3.13802e+07,3.5557e+08,1.8763e+08,-968.085,-65.3482,22.2546,-0.209155,0.0311851,-0.000621292,0.911344,0.0750532,0.0239105,-0.404038,-5.78875e-05,2.26006e-05,4.33306e-07,0.00232614,0.000245951,2766207.089896801,-5717261.205537471,-2442757.260533075,3690.81581,4051.708411,-5338.632915,3564.551777,1805.407092,6524.870853,-5.546177272e-07,-5.473951124e-07,6.891651693e-07,-0.36928,5.45013,429484,2099.44,-16273.2,10084.3,1154.22,3319.44,-18935.9,4.64231e-06,1,2.25068e-12,-1.79724e+06,-5.9515e+06,2.76688e+06,-30051.5,-510434,-1.11742e+06,1.30312e+11,6.61375e+10,-2.4706e+10,6.0851e+08,1.26799e+09,6.60398e+09,2.89561e+07,-3.80876e+08,1.48046e+08,-3.20867e+06,-3.0793e+07,-7.85953e+07,8.90688e-09,-2.68971e-09,7.07977e-25,5.16988e-26,2.06795e-25,8.27181e-25,-1.32639e-07,-6.15776e-08,1.99672e-08,0,0,0,3.30872e-24,-6.61744e-24,0,-1.31143e-06,-5.95371e-07,-2.28717e-06,0.200124,0.200129,16.3,-5.78965e-05,2.26032e-05,4.33306e-07,0,0,0,
1090,2023/03/01 12:18:10.000,0,0,0,0,0,0,1.39562e+11,-4.57792e+10,-1.98453e+10,10501.1,25839,11201.5,-3.13899e+07,3.5557e+08,1.8763e+08,-968.083,-65.3702,22.2429,-0.388128,0.0736346,0.003695,0.425833,-0.0870231,0.236973,0.868871,4.22631e-05,-1.99282e-06,-4.94288e-07,0.00434559,0.000858388,2802939.516072162,-5676383.377070914,-2495987.967516123,3655.59231,4123.770436,-5307.396548,2708.43143,-3319.750136,-6338.844854,-5.4847977e-07,-5.302294243e-07,7.542932579e-07,-0.377706,5.45744,429732,2443.51,-16504.9,9666.19,112.73,-2357.31,19137.6,4.64231e-06,1,2.24118e-12,327252,5.96401e+06,-3.26056e+06,251590,1.05244e+06,1.95027e+06,9.95845e+10,-1.04425e+11,3.38239e+10,8.26268e+08,-2.49894e+09,-1.01477e+10,1.5788e+08,3.32474e+08,-1.79863e+08,1.37386e+07,6.9244e+07,1.40058e+08,1.05172e-08,-5.7709e-10,-1.01751e-25,1.03398e-25,0,-4.1359e-25,-1.01509e-07,1.07127e-07,-2.90002e-08,0,0,0,-6.61744e-24,-3.30872e-24,0,-9.23346e-07,1.35039e-06,2.25809e-06,0.200117,0.200033,16.3001,4.22526e-05,-1.99225e-06,-4.94288e-07,0,0,0,
1100,2023/03/01 12:18:20.000,0,0,0,0,0,0,1.39562e+11,-4.57789e+10,-1.98452e+10,10501,25839,11201.5,-3.13995e+07,3.55569e+08,1.8763e+08,-968.082,-65.392,22.2314,-0.204483,0.0496971,-0.00111457,-0.847976,-0.0650089,0.0162547,0.525782,1.62369e-05,1.6122e-05,-3.97047e-07,0.00231479,0.000243559,2839317.401325935,-5634787.548789423,-2548902.959552417,3619.90838,4195.306873,-5275.490602,3906.442163,3212.241014,5740.762565,-6.174095084e-07,-5.702878625e-07,7.613111602e-07,-0.386109,5.4648,429981,2604.87,-16599.4,9355.69,753.94,-1230.73,-19177.4,4.64231e-06,1,2.23166e-12,-1.97158e+06,-4.92796e+06,4.25882e+06,-165326,-708820,-896706,1.31445e+11,4.98582e+10,-4.69283e+10,1.48516e+09,5.33451e+08,4.72665e+09,2.09941e+07,-3.2665e+08,2.46309e+08,-1.20868e+07,-4.97155e+07,-6.4903e+07,1.13497e-08,-4.5408e-09,-7.29593e-25,-1.03398e-25,-4.1359e-25,-4.1359e-25,-1.3211e-07,-4.46085e-08,3.79599e-08,0,0,0,-3.30872e-24,9.92617e-24,-3.30872e-24,-1.61648e-06,-1.29534e-06,-2.09862e-06,0.200099,0.199989,16.2999,1.62256e-05,1.61265e-05,-3.97047e-07,0,0,0,
1110,2023/03/01 12:18:30.000,0,0,0,0,0,0,1.39562e+11,-4.57786e+10,-1.98451e+10,10501,25839.1,11201.6,-3.14092e+07,3.55568e+08,1.87631e+08,-968.08,-65.414,22.2198,-0.378094,0.112841,0.00231135,-0.612114,0.108953,-0.296514,-0.724932,-8.03014e-05,3.24067e-05,5.88417e-07,0.00434032,0.000856295,2875336.164104955,-5592479.021492535,-2601495.561301503,3583.768579,4266.308749,-5242.91918,1402.173441,-6013.835664,-4516.711121,-6.761760001e-07,-5.056151175e-07,9.522981512e-07,-0.394488,5.47221,430231,2913.06,-16788.8,8932.15,2214.22,5153.02,18403.1,4.64231e-06,1,2.22214e-12,650406,3.97397e+06,-5.48595e+06,430388,1.60859e+06,1.21626e+06,8.85962e+10,-9.57353e+10,7.0365e+10,2.93241e+09,-2.21065e+09,-6.69988e+09,1.75189e+08,1.91097e+08,-3.17162e+08,3.22719e+07,1.18681e+08,8.93353e+07,1.17887e-08,-1.92942e-09,-2.34614e-25,2.06795e-25,2.06795e-25,0,-8.85489e-08,9.66086e-08,-6.17173e-08,0,0,0,-1.32349e-23,1.65436e-24,-3.30872e-24,-4.14796e-07,2.95435e-06,1.43971e-06,0.200136,0.200021,16.3,-8.03131e-05,3.24086e-05,5.88417e-07,0,0,0,
1120,2023/03/01 12:18:40.000,0,0,0,0,0,0,1.39563e+11,-4.57784e+10,-1.9845e+10,10500.9,25839.1,11201.6,-3.14189e+07,3.55568e+08,1.87631e+08,-968.078,-65.436,22.2082,-0.20323,0.0721623,-0.00175191,0.774792,0.0612779,-0.0711272,-0.625207,7.93804e-05,-1.06434e-06,-9.61318e-07,0.00237229,0.000255811,2910991.268692133,-5549463.185360255,-2653759.138846992,3547.177515,4336.767162,-5209.686466,4457.170083,4200.10159,4585.153465,-6.772321193e-07,-5.97133997e-07,8.544241835e-07,-0.402843,5.47968,430482,3302.06,-16943.9,8499.51,-292.694,-5096.89,-18552,4.64231e-06,1,2.21262e-12,-1.8898e+06,-3.67105e+06,5.4097e+06,-338461,-805014,-664507,1.28873e+11,2.85019e+10,-6.74184e+10,2.27508e+09,-1.54336e+09,3.69644e+09,2.85265e+07,-2.5588e+08,3.18597e+08,-2.4015e+07,-6.24587e+07,-4.80145e+07,1.07378e-08,-5.52762e-09,-5.94537e-26,0,0,1.03398e-25,-1.22816e-07,-2.32929e-08,5.2193e-08,0,0,0,6.61744e-24,-3.30872e-24,0,-2.02744e-06,-1.90743e-06,-1.65915e-06,0.200092,0.199962,16.3,7.93696e-05,-1.05881e-06,-9.61318e-07,0,0,0,
1130,2023/03/01 12:18:50.000,0,0,0,0,0,0,1.39563e+11,-4.57781e+10,-1.98448e+10,10500.8,25839.1,11201.6,-3.14286e+07,3.55567e+08,1.87631e+08,-968.076,-65.458,22.1966,-0.353764,0.151122,0.000379089,0.747633,-0.139706,0.340349,0.552892,-0.000166576,8.34752e-05,1.01952e-06,0.00423159,0.000813927,2946278.225764631,-5505745.519248901,-2705687.100532331,3510.139859,4406.673278,-5175.796726,-135.7834261,-7381.551584,-2005.737279,-7.575884362e-07,-6.572253228e-07,9.722567003e-07,-0.411172,5.48721,430735,3506.87,-17098.5,8111.53,5308.97,10407.5,15295.5,4.64231e-06,1,2.2031e-12,468987,1.54618e+06,-6.61089e+06,545388,1.68852e+06,433595,8.23946e+10,-7.68168e+10,9.63125e+10,6.45755e+09,-8.23483e+08,-6.18118e+09,1.55985e+08,1.98572e+07,-3.7823e+08,4.93909e+07,1.30446e+08,2.72189e+07,5.52624e-09,-1.67622e-09,-9.70589e-26,0,-2.06795e-25,0,-7.8106e-08,7.2239e-08,-8.20124e-08,0,0,0,1.98523e-23,1.03398e-25,-2.27475e-24,3.76812e-08,3.62549e-06,4.43794e-07,0.200008,0.20005,16.3,-0.000166582,8.34769e-05,1.01952e-06,0,0,0,
1140,2023/03/01 12:19:0.000,0,0,0,0,0,0,1.39563e+11,-4.57779e+10,-1.98447e+10,10500.8,25839.1,11201.6,-3.14382e+07,3.55566e+08,1.87631e+08,-968.075,-65.4798,22.185,-0.203289,0.0976468,-0.00263864,-0.696475,-0.0686392,0.137543,0.700923,0.000132936,-3.2992e-05,-1.22647e-06,0.0024808,0.000279752,2981192.592952001,-5461331.589987719,-2757272.897774242,3472.66033,4476.018337,-5141.254309,5089.862827,4743.41497,3181.181637,-7.164228868e-07,-6.612548897e-07,9.217549045e-07,-0.419475,5.4948,430988,3813.89,-17167.4,7817.87,-2234.64,-8365.91,-17187.3,4.64231e-06,1,2.19358e-12,-1.4678e+06,-2.3712e+06,6.20799e+06,-524029,-802233,-430307,1.20824e+11,4.78157e+09,-8.56994e+10,2.86555e+09,-4.45375e+09,3.79155e+09,5.66634e+07,-1.81672e+08,3.62709e+08,-3.69556e+07,-6.84935e+07,-2.85348e+07,7.95776e-09,-4.92593e-09,-1.16886e-25,0,6.20385e-25,3.87741e-26,-1.04123e-07,-3.37012e-09,6.05198e-08,0,0,0,3.30872e-24,0,-6.61744e-24,-2.46352e-06,-2.25825e-06,-1.07513e-06,0.200005,0.199922,16.3,0.000132928,-3.2987e-05,-1.22647e-06,0,0,0,
1150,2023/03/01 12:19:10.000,0,0,0,0,0,0,1.39563e+11,-4.57776e+10,-1.98446e+10,10500.7,25839.1,11201.6,-3.14479e+07,3.55566e+08,1.87632e+08,-968.073,-65.5019,22.1734,-0.321381,0.183097,-0.00180867,-0.835024,0.170864,-0.363673,-0.375875,-0.00021506,0.000137609,9.50519e-07,0.00406867,0.000752464,3015729.975378399,-5416227.051658389,-2808510.025873721,3434.743707,4544.79365,-5106.063643,-1485.744154,-7485.02732,539.8424841,-7.409978092e-07,-9.021914018e-07,8.547161482e-07,-0.427751,5.50244,431242,4000.07,-17406.8,7409.36,8578.18,13329.7,11073.9,4.64232e-06,1,2.18406e-12,-164201,-688536,-6.76881e+06,527042,1.48361e+06,-163713,8.24479e+10,-5.42787e+10,1.10553e+11,1.01923e+10,-1.25222e+09,-8.21602e+09,1.05639e+08,-1.34748e+08,-3.72084e+08,5.66582e+07,1.1401e+08,-2.52007e+07,-2.51925e-09,6.00785e-10,-9.53916e-28,-2.06795e-25,0,-1.03398e-25,-7.36649e-08,4.64284e-08,-8.91722e-08,0,0,0,-3.30872e-24,4.1359e-25,-4.96308e-24,4.37081e-07,3.77355e-06,-2.09013e-07,0.200105,0.200138,16.3,-0.000215058,0.000137608,9.50519e-07,0,0,0,
1160,2023/03/01 12:19:20.000,0,0,0,0,0,0,1.39563e+11,-4.57774e+10,-1.98445e+10,10500.7,25839.1,11201.6,-3.14576e+07,3.55565e+08,1.87632e+08,-968.071,-65.5239,22.1618,-0.202609,0.124721,-0.00385601,0.616783,0.088896,-0.209868,-0.753414,0.000170857,-7.32717e-05,-1.19731e-06,0.00261717,0.000311365,3049886.026210765,-5370437.644866264,-2859392.024833199,3396.394821,4612.9906,-5070.229239,5641.622761,4896.646749,1648.437994,-7.208525001e-07,-7.515620492e-07,9.228068576e-07,-0.436,5.51015,431498,4297.61,-17503.9,7059.07,-4684.67,-10671.4,-15455.1,4.64232e-06,1,2.17456e-12,-719819,-1.18689e+06,6.66278e+06,-691057,-710652,-201240,1.06781e+11,-1.86505e+10,-1.01073e+11,3.37881e+09,-7.64902e+09,4.98103e+09,1.0369e+08,-1.1483e+08,3.79229e+08,-4.80693e+07,-6.78714e+07,-7.40959e+06,4.27425e-09,-2.59222e-09,-1.73202e-26,5.16988e-26,0,0,-9.28403e-08,1.39924e-08,7.51236e-08,0,0,0,-1.65436e-24,4.96308e-24,-6.61744e-24,-2.7899e-06,-2.30068e-06,-4.74559e-07,0.200001,0.200011,16.3,0.000170853,-7.32691e-05,-1.19731e-06,0,0,0,
1170,2023/03/01 12:19:30.000,0,0,0,0,0,0,1.39563e+11,-4.57771e+10,-1.98444e+10,10500.6,25839.2,11201.6,-3.14673e+07,3.55564e+08,1.87632e+08,-968.069,-65.5459,22.1502,-0.287065,0.206566,-0.00405662,0.884969,-0.19523,0.367494,0.208957,-0.000229217,0.000184901,5.43112e-07,0.00389031,0.000687953,3083656.447189011,-5323969.196000069,-2909912.480143472,3357.618555,4680.600648,-5033.755686,-2388.613205,-6730.32391,2741.822043,-6.492189233e-07,-9.408482922e-07,7.270653571e-07,-0.44422,5.51793,431753,4562.67,-17580.4,6718.94,11425.2,14143.7,6667.39,4.64232e-06,1,2.16508e-12,-1.03865e+06,-2.43626e+06,-6.26953e+06,397896,1.20459e+06,-534021,8.7845e+10,-3.26029e+10,1.14831e+11,1.27525e+10,-4.11968e+09,-1.09253e+10,4.0847e+07,-2.50783e+08,-3.21217e+08,5.28863e+07,8.57408e+07,-6.02132e+07,-8.25493e-09,3.51931e-09,2.24899e-26,-2.06795e-25,-2.06795e-25,0,-7.47181e-08,2.52949e-08,-8.719e-08,0,0,0,-6.61744e-24,1.65436e-24,0,8.22918e-07,3.33894e-06,-9.65436e-07,0.199989,0.200038,16.3,-0.000229209,0.000184897,5.43112e-07,0,0,0,
